time, Quad.Pos.Y, Quad.Est.Y, Quad.Vel.Y, Quad.Est.VY
2.869974,-0.107222,-0.018034,-0.023610,-0.075990
2.874974,-0.107329,-0.018482,-0.019795,-0.074913
2.879974,-0.107416,-0.018783,-0.015839,-0.074363
2.884973,-0.107483,-0.019219,-0.011702,-0.071787
2.889973,-0.107529,-0.019298,-0.007449,-0.058977
2.894973,-0.107553,-0.019641,-0.003115,-0.055898
2.899972,-0.107555,-0.019911,0.001286,-0.056141
2.904972,-0.107535,-0.047168,0.005810,-0.097000
2.909971,-0.107493,-0.047221,0.010421,-0.102993
2.914971,-0.107426,-0.047816,0.015083,-0.099005
2.919971,-0.107337,-0.048339,0.019840,-0.090135
2.924970,-0.107223,-0.048878,0.024709,-0.089238
2.929970,-0.107084,-0.049293,0.029816,-0.077529
2.934970,-0.106919,-0.049737,0.035308,-0.071515
2.939969,-0.106725,-0.050007,0.041285,-0.065571
2.944969,-0.106499,-0.050378,0.047771,-0.058889
2.949969,-0.106239,-0.050400,0.054886,-0.034723
2.954968,-0.105942,-0.050565,0.062471,-0.023698
2.959968,-0.105606,-0.050781,0.070393,-0.028752
2.964967,-0.105229,-0.050926,0.078706,-0.019500
2.969967,-0.104810,-0.051133,0.087144,-0.025114
2.974967,-0.104349,-0.051240,0.095719,-0.014030
2.979966,-0.103844,-0.051374,0.104355,-0.015135
2.984966,-0.103297,-0.051440,0.112892,-0.008245
2.989966,-0.102707,-0.051700,0.121471,-0.015666
2.994965,-0.102074,-0.051758,0.130018,-0.005164
2.999965,-0.101399,-0.051513,0.138389,0.009664
3.004965,-0.100680,-0.018957,0.147361,0.021602
3.009964,-0.099915,-0.018790,0.156760,0.027785
3.014964,-0.099102,-0.018576,0.166417,0.039269
3.019964,-0.098242,-0.018706,0.175753,0.056438
3.024963,-0.097336,-0.018327,0.184664,0.068220
3.029963,-0.096388,-0.017818,0.193093,0.057582
3.034962,-0.095398,-0.017446,0.200974,0.063952
3.039962,-0.094372,-0.017179,0.208186,0.073785
3.044962,-0.093311,-0.016708,0.214708,0.081085
3.049961,-0.092220,-0.016382,0.220447,0.084325
3.054961,-0.091102,-0.015860,0.225463,0.088088
3.059961,-0.089962,-0.015636,0.229826,0.085080
3.064960,-0.088801,-0.015111,0.233548,0.088392
3.069960,-0.087624,-0.014668,0.236701,0.091365
3.074960,-0.086432,-0.014125,0.239276,0.090921
3.079959,-0.085229,-0.013721,0.241347,0.092664
3.084959,-0.084018,-0.013174,0.242905,0.090092
3.089958,-0.082800,-0.012671,0.243987,0.094641
3.094958,-0.081578,-0.012113,0.244625,0.091658
3.099958,-0.080354,-0.011860,0.244836,0.088707
3.104957,-0.079130,-0.008129,0.244652,0.192236
3.109957,-0.077908,-0.007312,0.244091,0.186966
3.114957,-0.076690,-0.006219,0.243141,0.180159
3.119956,-0.075479,-0.005478,0.241767,0.173782
3.124956,-0.074275,-0.004446,0.239900,0.171457
3.129956,-0.073083,-0.003774,0.237457,0.168184
3.134955,-0.071905,-0.002784,0.234296,0.163053
3.139955,-0.070745,-0.002145,0.230414,0.159757
3.144954,-0.069606,-0.001227,0.225720,0.149658
3.149954,-0.068494,-0.000651,0.220230,0.140736
3.154954,-0.067411,0.000158,0.213876,0.131691
3.159953,-0.066363,0.000628,0.206841,0.124265
3.164953,-0.065351,0.001320,0.199199,0.111045
3.169953,-0.064380,0.001674,0.191016,0.099764
3.174952,-0.063451,0.002212,0.182243,0.085294
3.179952,-0.062567,0.002584,0.173121,0.079343
3.184952,-0.061729,0.002989,0.163778,0.061006
3.189951,-0.060939,0.003327,0.154300,0.056934
3.194951,-0.060196,0.003612,0.144661,0.042646
3.199950,-0.059502,0.003733,0.135071,0.029163
3.204950,-0.058854,-0.015685,0.125856,0.053687
3.209950,-0.058251,-0.015623,0.117196,0.045822
3.214949,-0.057689,-0.015390,0.109128,0.035083
3.219949,-0.057167,-0.015368,0.101462,0.033016
3.224949,-0.056681,-0.015212,0.094313,0.022241
3.229948,-0.056230,-0.015148,0.087595,0.016561
3.234948,-0.055811,-0.015090,0.081214,0.008249
3.239948,-0.055424,-0.015077,0.075149,0.003097
3.244947,-0.055065,-0.015094,0.069484,-0.005418
3.249947,-0.054734,-0.015195,0.064095,-0.015649
3.254946,-0.054429,-0.015312,0.059039,-0.021567
3.259946,-0.054148,-0.015575,0.054291,-0.038918
3.264946,-0.053890,-0.015835,0.049818,-0.046590
3.269945,-0.053653,-0.015972,0.045696,-0.048634
3.274945,-0.053436,-0.016293,0.041918,-0.054951
3.279945,-0.053237,-0.016575,0.038576,-0.062349
3.284944,-0.053053,-0.016982,0.035710,-0.069664
3.289944,-0.052882,-0.017300,0.033392,-0.077057
3.294944,-0.052720,-0.017785,0.031627,-0.083210
3.299943,-0.052566,-0.017850,0.030412,-0.076739
3.304943,-0.052416,-0.010665,0.029743,-0.038198
3.309942,-0.052268,-0.010877,0.029658,-0.037659
3.314942,-0.052118,-0.011101,0.030157,-0.037000
3.319942,-0.051965,-0.011204,0.031170,-0.038210
3.324941,-0.051805,-0.011435,0.032613,-0.037500
